time,destination_id,distance,stamp
1970/01/01/02:04:16.818000,"(26955, 26952, 26959, 26954)","(5280.468932207444, 2606.668632279695, 6504.425210277188, 4467.66437286973)","[genpy.Time[256817000000], genpy.Time[256817000000], genpy.Time[256817000000]]"
1970/01/01/02:04:17.019000,"(26955, 26952, 26959, 26954)","(5374.739092548953, 2590.3409467577303, 6519.235613531975, 4496.453044622198)","[genpy.Time[257019000000], genpy.Time[257019000000], genpy.Time[257019000000]]"
1970/01/01/02:04:17.221000,"(26955, 26952, 26959, 26954)","(5434.001354250106, 2578.5039349045755, 6610.2229034952825, 4581.317482335009)","[genpy.Time[257220000000], genpy.Time[257220000000], genpy.Time[257220000000]]"
1970/01/01/02:04:17.421000,"(26955, 26952, 26959, 26954)","(5344.690580407646, 2589.838943453234, 6544.111198023781, 4555.406555770143)","[genpy.Time[257421000000], genpy.Time[257421000000], genpy.Time[257421000000]]"
1970/01/01/02:04:17.624000,"(26955, 26952, 26959, 26954)","(5343.178118544771, 2593.283615946828, 6580.764578591201, 4549.89707052699)","[genpy.Time[257623000000], genpy.Time[257623000000], genpy.Time[257623000000]]"
1970/01/01/02:04:17.825000,"(26955, 26952, 26959, 26954)","(5384.767214307573, 2591.5064002647096, 6582.729419655268, 4610.8267711984545)","[genpy.Time[257824000000], genpy.Time[257824000000], genpy.Time[257824000000]]"
1970/01/01/02:04:18.025000,"(26955, 26952, 26959, 26954)","(5471.9582394630415, 2563.339119652876, 6608.5997702706045, 4599.692585289351)","[genpy.Time[258025000000], genpy.Time[258025000000], genpy.Time[258025000000]]"
1970/01/01/02:04:18.226000,"(26955, 26952, 26959, 26954)","(5306.792105286325, 2552.936402987645, 6617.174626632959, 4565.681095478356)","[genpy.Time[258225000000], genpy.Time[258225000000], genpy.Time[258225000000]]"
1970/01/01/02:04:18.425000,"(26955, 26952, 26959, 26954)","(5366.469780056678, 2573.326215374911, 6639.036904672929, 4666.329113653015)","[genpy.Time[258425000000], genpy.Time[258425000000], genpy.Time[258425000000]]"
1970/01/01/02:04:18.627000,"(26955, 26952, 26959, 26954)","(5303.871861558022, 2568.0947977505148, 6612.479818232352, 4632.813536364239)","[genpy.Time[258626000000], genpy.Time[258626000000], genpy.Time[258626000000]]"
1970/01/01/02:04:18.827000,"(26955, 26952, 26959, 26954)","(5425.269274514214, 2572.6741615075744, 6628.12754673703, 4677.032762367916)","[genpy.Time[258826000000], genpy.Time[258826000000], genpy.Time[258826000000]]"
1970/01/01/02:04:19.028000,"(26955, 26952, 26959, 26954)","(5360.3015633789555, 2563.9143107877044, 6686.467471429626, 4668.955924569365)","[genpy.Time[259026000000], genpy.Time[259026000000], genpy.Time[259026000000]]"
1970/01/01/02:04:19.227000,"(26955, 26952, 26959, 26954)","(5315.377549727119, 2535.314327391869, 6591.418849352047, 4670.188502436661)","[genpy.Time[259226000000], genpy.Time[259226000000], genpy.Time[259226000000]]"
1970/01/01/02:04:19.428000,"(26955, 26952, 26959, 26954)","(5353.770221078384, 2538.85181578492, 6683.317077111154, 4702.276306891913)","[genpy.Time[259428000000], genpy.Time[259428000000], genpy.Time[259428000000]]"
1970/01/01/02:04:19.626000,"(26955, 26952, 26959, 26954)","(5398.96022617519, 2565.822183449506, 6793.645080065716, 4797.055504387733)","[genpy.Time[259628000000], genpy.Time[259628000000], genpy.Time[259628000000]]"
1970/01/01/02:04:19.830000,"(26955, 26952, 26959, 26954)","(5346.92803962869, 2574.346357485389, 6636.4367175988355, 4699.768625853764)","[genpy.Time[259829000000], genpy.Time[259829000000], genpy.Time[259829000000]]"
1970/01/01/02:04:20.031000,"(26955, 26952, 26959, 26954)","(5268.470199793376, 2545.8899327885124, 6772.585410152319, 4798.878357013618)","[genpy.Time[260030000000], genpy.Time[260030000000], genpy.Time[260030000000]]"
1970/01/01/02:04:20.230000,"(26955, 26952, 26959, 26954)","(5387.663353054095, 2562.5680082391063, 6704.337134783811, 4784.663575254746)","[genpy.Time[260230000000], genpy.Time[260230000000], genpy.Time[260230000000]]"
1970/01/01/02:04:20.432000,"(26955, 26952, 26959, 26954)","(5356.593741360229, 2551.4398408770744, 6755.96261322976, 4799.3585148906795)","[genpy.Time[260430000000], genpy.Time[260430000000], genpy.Time[260430000000]]"
1970/01/01/02:04:20.633000,"(26955, 26952, 26959, 26954)","(5341.325471279099, 2577.312372266586, 6846.736191035281, 4893.663857932435)","[genpy.Time[260632000000], genpy.Time[260632000000], genpy.Time[260632000000]]"
1970/01/01/02:04:20.834000,"(26955, 26952, 26959, 26954)","(5397.47411849521, 2519.063236119347, 6727.704710165408, 4839.412986287595)","[genpy.Time[260833000000], genpy.Time[260833000000], genpy.Time[260833000000]]"
1970/01/01/02:04:21.036000,"(26955, 26952, 26959, 26954)","(5414.245925590634, 2565.3361672066685, 6787.465501516155, 4871.784697091814)","[genpy.Time[261035000000], genpy.Time[261035000000], genpy.Time[261035000000]]"
1970/01/01/02:04:21.238000,"(26955, 26952, 26959, 26954)","(5341.903968136346, 2592.608262399349, 6780.5275797543345, 4880.642773460182)","[genpy.Time[261237000000], genpy.Time[261237000000], genpy.Time[261237000000]]"
1970/01/01/02:04:21.439000,"(26955, 26952, 26959, 26954)","(5418.245506862941, 2499.1767188219783, 6761.315662054583, 4909.219371679419)","[genpy.Time[261437000000], genpy.Time[261437000000], genpy.Time[261437000000]]"
1970/01/01/02:04:21.637000,"(26955, 26952, 26959, 26954)","(5365.2262514963, 2569.944781986205, 6710.908043180188, 4927.062881701462)","[genpy.Time[261637000000], genpy.Time[261637000000], genpy.Time[261637000000]]"
1970/01/01/02:04:21.840000,"(26955, 26952, 26959, 26954)","(5347.42073422111, 2582.9448338132306, 6777.437380842342, 4985.872862282143)","[genpy.Time[261839000000], genpy.Time[261839000000], genpy.Time[261839000000]]"
1970/01/01/02:04:22.040000,"(26955, 26952, 26959, 26954)","(5358.454263858793, 2548.4603846711316, 6878.635197410637, 4961.682932901637)","[genpy.Time[262040000000], genpy.Time[262040000000], genpy.Time[262040000000]]"
1970/01/01/02:04:22.243000,"(26955, 26952, 26959, 26954)","(5368.584523426446, 2597.28543878837, 6866.940424345479, 4997.745634327222)","[genpy.Time[262240000000], genpy.Time[262240000000], genpy.Time[262240000000]]"
1970/01/01/02:04:22.442000,"(26955, 26952, 26959, 26954)","(5443.04368208539, 2571.0047503351343, 6847.852649527416, 5055.472875749532)","[genpy.Time[262441000000], genpy.Time[262441000000], genpy.Time[262441000000]]"
1970/01/01/02:04:22.642000,"(26955, 26952, 26959, 26954)","(5388.610493609361, 2564.1434998701725, 6876.751522558139, 5069.335216800823)","[genpy.Time[262641000000], genpy.Time[262641000000], genpy.Time[262641000000]]"
1970/01/01/02:04:22.843000,"(26955, 26952, 26959, 26954)","(5384.126495116262, 2583.297652001336, 6989.625449724009, 5062.78392300359)","[genpy.Time[262842000000], genpy.Time[262842000000], genpy.Time[262842000000]]"
1970/01/01/02:04:23.044000,"(26955, 26952, 26959, 26954)","(5378.47127294192, 2562.9723065091225, 6870.415819652074, 5102.470871934768)","[genpy.Time[263043000000], genpy.Time[263043000000], genpy.Time[263043000000]]"
1970/01/01/02:04:23.244000,"(26955, 26952, 26959, 26954)","(5388.793298399176, 2587.6480976732414, 6948.47228878482, 5049.162231078371)","[genpy.Time[263244000000], genpy.Time[263244000000], genpy.Time[263244000000]]"
1970/01/01/02:04:23.445000,"(26955, 26952, 26959, 26954)","(5328.268104365823, 2556.5416895841295, 6927.141191140773, 5091.500869183865)","[genpy.Time[263444000000], genpy.Time[263444000000], genpy.Time[263444000000]]"
1970/01/01/02:04:23.645000,"(26955, 26952, 26959, 26954)","(5421.927835938785, 2604.385866573687, 7026.055892529408, 5153.131817421103)","[genpy.Time[263645000000], genpy.Time[263645000000], genpy.Time[263645000000]]"
1970/01/01/02:04:23.846000,"(26955, 26952, 26959, 26954)","(5383.067393222988, 2587.8080058980995, 6905.094296259899, 5161.934312484036)","[genpy.Time[263846000000], genpy.Time[263846000000], genpy.Time[263846000000]]"
1970/01/01/02:04:24.048000,"(26955, 26952, 26959, 26954)","(5368.218961828298, 2608.9648743707016, 6988.315717858706, 5200.618349982815)","[genpy.Time[264048000000], genpy.Time[264048000000], genpy.Time[264048000000]]"
1970/01/01/02:04:24.250000,"(26955, 26952, 26959, 26954)","(5415.489961604017, 2592.243249923776, 6968.819939843341, 5183.74941282107)","[genpy.Time[264248000000], genpy.Time[264248000000], genpy.Time[264248000000]]"
1970/01/01/02:04:24.450000,"(26955, 26952, 26959, 26954)","(5342.029557967473, 2641.4056201344133, 7051.207680847471, 5243.622971688406)","[genpy.Time[264449000000], genpy.Time[264449000000], genpy.Time[264449000000]]"
1970/01/01/02:04:24.652000,"(26955, 26952, 26959, 26954)","(5352.420160394376, 2607.3137308718933, 7048.410972018958, 5173.523573916629)","[genpy.Time[264650000000], genpy.Time[264650000000], genpy.Time[264650000000]]"
1970/01/01/02:04:24.838000,"(26955, 26952, 26959, 26954)","(5346.311495931643, 2598.602249758226, 6969.171878967406, 5325.532295427962)","[genpy.Time[264851000000], genpy.Time[264851000000], genpy.Time[264851000000]]"
1970/01/01/02:04:25.052000,"(26955, 26952, 26959, 26954)","(5383.651339066176, 2650.6728818320007, 7039.613272566518, 5222.941812025001)","[genpy.Time[265052000000], genpy.Time[265052000000], genpy.Time[265052000000]]"
1970/01/01/02:04:25.252000,"(26955, 26952, 26959, 26954)","(5352.467598413984, 2611.8654868710546, 7146.154474018328, 5352.764474553966)","[genpy.Time[265252000000], genpy.Time[265252000000], genpy.Time[265252000000]]"
1970/01/01/02:04:25.452000,"(26955, 26952, 26959, 26954)","(5388.230160455929, 2642.9074954510006, 7016.615356478653, 5311.783619961335)","[genpy.Time[265452000000], genpy.Time[265452000000], genpy.Time[265452000000]]"
1970/01/01/02:04:25.653000,"(26955, 26952, 26959, 26954)","(5368.952843282326, 2607.0618303512597, 7177.164696711996, 5260.407103410834)","[genpy.Time[265652000000], genpy.Time[265652000000], genpy.Time[265652000000]]"
1970/01/01/02:04:25.855000,"(26955, 26952, 26959, 26954)","(5397.365722286225, 2673.7397130919057, 7140.031012655622, 5387.577909902793)","[genpy.Time[265854000000], genpy.Time[265854000000], genpy.Time[265854000000]]"
1970/01/01/02:04:26.056000,"(26955, 26952, 26959, 26954)","(5317.350609234411, 2656.6546316251797, 7238.548779287045, 5410.91729837462)","[genpy.Time[266056000000], genpy.Time[266056000000], genpy.Time[266056000000]]"
1970/01/01/02:04:26.256000,"(26955, 26952, 26959, 26954)","(5347.332438632251, 2700.803281816551, 7236.104172259625, 5381.438284536814)","[genpy.Time[266256000000], genpy.Time[266256000000], genpy.Time[266256000000]]"
1970/01/01/02:04:26.459000,"(26955, 26952, 26959, 26954)","(5375.793901146363, 2689.989274775526, 7143.436047540034, 5396.465765480692)","[genpy.Time[266458000000], genpy.Time[266458000000], genpy.Time[266458000000]]"
1970/01/01/02:04:26.660000,"(26955, 26952, 26959, 26954)","(5446.203173211299, 2691.313713120488, 7211.342573511825, 5480.082267601544)","[genpy.Time[266660000000], genpy.Time[266660000000], genpy.Time[266660000000]]"
1970/01/01/02:04:26.862000,"(26955, 26952, 26959, 26954)","(5363.377214651301, 2697.764684631488, 7108.67868231887, 5518.510813971046)","[genpy.Time[266860000000], genpy.Time[266860000000], genpy.Time[266860000000]]"
1970/01/01/02:04:27.061000,"(26955, 26952, 26959, 26954)","(5382.074184685094, 2711.8828051552964, 7325.891321014225, 5469.312861660914)","[genpy.Time[267061000000], genpy.Time[267061000000], genpy.Time[267061000000]]"
1970/01/01/02:04:27.263000,"(26955, 26952, 26959, 26954)","(5388.601973498957, 2685.173072176042, 7286.738767894775, 5571.816334562401)","[genpy.Time[267263000000], genpy.Time[267263000000], genpy.Time[267263000000]]"
1970/01/01/02:04:27.466000,"(26955, 26952, 26959, 26954)","(5381.015536217905, 2707.9035987334387, 7254.976475530458, 5512.559451147103)","[genpy.Time[267464000000], genpy.Time[267464000000], genpy.Time[267464000000]]"
1970/01/01/02:04:27.664000,"(26955, 26952, 26959, 26954)","(5444.666887518628, 2722.329247933384, 7296.161934169932, 5597.727044391835)","[genpy.Time[267664000000], genpy.Time[267664000000], genpy.Time[267664000000]]"
1970/01/01/02:04:27.867000,"(26955, 26952, 26959, 26954)","(5441.16398274451, 2695.514651166479, 7268.128021143498, 5604.520716516741)","[genpy.Time[267867000000], genpy.Time[267867000000], genpy.Time[267867000000]]"
1970/01/01/02:04:28.069000,"(26955, 26952, 26959, 26954)","(5323.39514495338, 2749.507409872614, 7336.180593989048, 5582.601075784538)","[genpy.Time[268069000000], genpy.Time[268069000000], genpy.Time[268069000000]]"
1970/01/01/02:04:28.263000,"(26955, 26952, 26959, 26954)","(5459.1509176402315, 2742.312563224157, 7316.872682995673, 5694.526188260956)","[genpy.Time[268269000000], genpy.Time[268269000000], genpy.Time[268269000000]]"
1970/01/01/02:04:28.472000,"(26955, 26952, 26959, 26954)","(5425.544914400915, 2714.4775314091935, 7360.4277966602485, 5632.635658047266)","[genpy.Time[268472000000], genpy.Time[268472000000], genpy.Time[268472000000]]"
1970/01/01/02:04:28.673000,"(26955, 26952, 26959, 26954)","(5526.722836814928, 2758.1290915096947, 7381.109890635609, 5736.324565955039)","[genpy.Time[268672000000], genpy.Time[268672000000], genpy.Time[268672000000]]"
1970/01/01/02:04:28.873000,"(26955, 26952, 26959, 26954)","(5522.692506556386, 2777.794829661551, 7474.007864919716, 5772.8563277675175)","[genpy.Time[268872000000], genpy.Time[268872000000], genpy.Time[268872000000]]"
1970/01/01/02:04:29.073000,"(26955, 26952, 26959, 26954)","(5374.605164088498, 2793.4646973814224, 7446.1585377216015, 5768.2329574157575)","[genpy.Time[269073000000], genpy.Time[269073000000], genpy.Time[269073000000]]"
1970/01/01/02:04:29.274000,"(26955, 26952, 26959, 26954)","(5512.388178984637, 2838.5285066530882, 7500.007415050075, 5762.457558541548)","[genpy.Time[269274000000], genpy.Time[269274000000], genpy.Time[269274000000]]"
1970/01/01/02:04:29.476000,"(26955, 26952, 26959, 26954)","(5400.918588516997, 2817.0744236471814, 7481.267613480374, 5734.844701439194)","[genpy.Time[269475000000], genpy.Time[269475000000], genpy.Time[269475000000]]"
1970/01/01/02:04:29.676000,"(26955, 26952, 26959, 26954)","(5530.239943410678, 2855.933604776682, 7572.179240597238, 5869.72873725871)","[genpy.Time[269676000000], genpy.Time[269676000000], genpy.Time[269676000000]]"
1970/01/01/02:04:29.877000,"(26955, 26952, 26959, 26954)","(5530.113215498865, 2844.0586896130526, 7450.043306173368, 5812.839485957208)","[genpy.Time[269877000000], genpy.Time[269877000000], genpy.Time[269877000000]]"
1970/01/01/02:04:30.078000,"(26955, 26952, 26959, 26954)","(5528.5867613013115, 2862.677371848852, 7572.173777824208, 5898.489964884638)","[genpy.Time[270077000000], genpy.Time[270077000000], genpy.Time[270077000000]]"
1970/01/01/02:04:30.278000,"(26955, 26952, 26959, 26954)","(5494.547902732086, 2890.0528035109396, 7504.717219448476, 5990.06187118288)","[genpy.Time[270277000000], genpy.Time[270277000000], genpy.Time[270277000000]]"
1970/01/01/02:04:30.478000,"(26955, 26952, 26959, 26954)","(5521.877089519846, 2881.568111271511, 7574.17552529783, 5951.875952058063)","[genpy.Time[270478000000], genpy.Time[270478000000], genpy.Time[270478000000]]"
1970/01/01/02:04:30.679000,"(26955, 26952, 26959, 26954)","(5511.580403824329, 2904.1696669349103, 7568.163244740658, 5888.128659176033)","[genpy.Time[270679000000], genpy.Time[270679000000], genpy.Time[270679000000]]"
1970/01/01/02:04:30.876000,"(26955, 26952, 26959, 26954)","(5485.500354004348, 2939.834564622562, 7662.620681106596, 6043.716847512526)","[genpy.Time[270879000000], genpy.Time[270879000000], genpy.Time[270879000000]]"
1970/01/01/02:04:31.080000,"(26955, 26952, 26959, 26954)","(5519.118026343959, 2937.5658760310544, 7570.973796862286, 6012.9525529721695)","[genpy.Time[271079000000], genpy.Time[271079000000], genpy.Time[271079000000]]"
1970/01/01/02:04:31.281000,"(26955, 26952, 26959, 26954)","(5546.163256677519, 2938.8358291205955, 7614.914167142839, 5967.145323936912)","[genpy.Time[271281000000], genpy.Time[271281000000], genpy.Time[271281000000]]"
1970/01/01/02:04:31.482000,"(26955, 26952, 26959, 26954)","(5533.037163407176, 2957.860872181742, 7691.122026080591, 6175.206484970498)","[genpy.Time[271482000000], genpy.Time[271482000000], genpy.Time[271482000000]]"
1970/01/01/02:04:31.683000,"(26955, 26952, 26959, 26954)","(5423.699159805996, 2991.4520453092296, 7655.596308136763, 6183.7956994758515)","[genpy.Time[271682000000], genpy.Time[271682000000], genpy.Time[271682000000]]"
1970/01/01/02:04:31.884000,"(26955, 26952, 26959, 26954)","(5613.496908385387, 3036.6630866153137, 7713.430072455877, 6148.112476109543)","[genpy.Time[271884000000], genpy.Time[271884000000], genpy.Time[271884000000]]"
1970/01/01/02:04:32.085000,"(26955, 26952, 26959, 26954)","(5616.14859417193, 2980.5502384260412, 7716.110906603031, 6221.089957679899)","[genpy.Time[272084000000], genpy.Time[272084000000], genpy.Time[272084000000]]"
1970/01/01/02:04:32.285000,"(26955, 26952, 26959, 26954)","(5571.218897815131, 3016.9766862053925, 7717.613310688663, 6176.882545282874)","[genpy.Time[272284000000], genpy.Time[272284000000], genpy.Time[272284000000]]"
1970/01/01/02:04:32.485000,"(26955, 26952, 26959, 26954)","(5597.651504278825, 3054.0894486566103, 7831.037761797693, 6224.926304457144)","[genpy.Time[272485000000], genpy.Time[272485000000], genpy.Time[272485000000]]"
1970/01/01/02:04:32.685000,"(26955, 26952, 26959, 26954)","(5571.152288270731, 3077.6454919288653, 7799.305236841232, 6300.7200060190935)","[genpy.Time[272685000000], genpy.Time[272685000000], genpy.Time[272685000000]]"
1970/01/01/02:04:32.885000,"(26955, 26952, 26959, 26954)","(5617.117961232861, 3111.1450221748264, 7748.273219804553, 6190.437034592143)","[genpy.Time[272885000000], genpy.Time[272885000000], genpy.Time[272885000000]]"
1970/01/01/02:04:33.085000,"(26955, 26952, 26959, 26954)","(5644.121465103717, 3109.439716105683, 7789.158337746948, 6290.090688728383)","[genpy.Time[273085000000], genpy.Time[273085000000], genpy.Time[273085000000]]"
1970/01/01/02:04:33.288000,"(26955, 26952, 26959, 26954)","(5596.022810226817, 3125.267504504915, 7876.479054738871, 6314.018523937979)","[genpy.Time[273286000000], genpy.Time[273287000000], genpy.Time[273287000000]]"
1970/01/01/02:04:33.477000,"(26955, 26952, 26959, 26954)","(5664.715421289946, 3151.077077967042, 7958.699996435405, 6324.878021169442)","[genpy.Time[273488000000], genpy.Time[273488000000], genpy.Time[273488000000]]"
1970/01/01/02:04:33.690000,"(26955, 26952, 26959, 26954)","(5666.407244650523, 3157.9425156962734, 7937.025024115845, 6382.553858810383)","[genpy.Time[273690000000], genpy.Time[273690000000], genpy.Time[273690000000]]"
1970/01/01/02:04:33.892000,"(26955, 26952, 26959, 26954)","(5638.7025557437455, 3198.2043872422405, 8049.375985102742, 6357.9292515540865)","[genpy.Time[273890000000], genpy.Time[273890000000], genpy.Time[273890000000]]"
1970/01/01/02:04:34.091000,"(26955, 26952, 26959, 26954)","(5618.188099596439, 3186.099592405667, 8067.061992581111, 6407.431194864856)","[genpy.Time[274090000000], genpy.Time[274090000000], genpy.Time[274090000000]]"
1970/01/01/02:04:34.292000,"(26955, 26952, 26959, 26954)","(5664.070561845066, 3200.9502039580466, 7995.588389785047, 6514.231129679819)","[genpy.Time[274291000000], genpy.Time[274291000000], genpy.Time[274291000000]]"
1970/01/01/02:04:34.493000,"(26955, 26952, 26959, 26954)","(5617.0057703563725, 3211.9961383905893, 7817.1458229030395, 6478.958826726996)","[genpy.Time[274493000000], genpy.Time[274493000000], genpy.Time[274493000000]]"
1970/01/01/02:04:34.694000,"(26955, 26952, 26959, 26954)","(5654.488783251894, 3226.156273959295, 8052.571963287464, 6520.564674216157)","[genpy.Time[274693000000], genpy.Time[274693000000], genpy.Time[274693000000]]"
1970/01/01/02:04:34.895000,"(26955, 26952, 26959, 26954)","(5644.497300329912, 3210.425033670674, 8057.942265791057, 6570.513811053635)","[genpy.Time[274895000000], genpy.Time[274895000000], genpy.Time[274895000000]]"
1970/01/01/02:04:35.098000,"(26955, 26952, 26959, 26954)","(5671.516037491452, 3232.5590211401454, 8039.696070329286, 6476.7500308460185)","[genpy.Time[275097000000], genpy.Time[275097000000], genpy.Time[275097000000]]"
1970/01/01/02:04:35.298000,"(26955, 26952, 26959, 26954)","(5712.545875604697, 3214.169375267279, 8044.330097370497, 6551.424650723862)","[genpy.Time[275299000000], genpy.Time[275299000000], genpy.Time[275299000000]]"
1970/01/01/02:04:35.500000,"(26955, 26952, 26959, 26954)","(5663.633822872428, 3237.408503451751, 8026.546755665279, 6546.431888090358)","[genpy.Time[275499000000], genpy.Time[275499000000], genpy.Time[275499000000]]"
1970/01/01/02:04:35.700000,"(26955, 26952, 26959, 26954)","(5709.9865375562385, 3220.2227156623435, 8123.935221106113, 6438.809957000102)","[genpy.Time[275700000000], genpy.Time[275700000000], genpy.Time[275700000000]]"
1970/01/01/02:04:35.902000,"(26955, 26952, 26959, 26954)","(5718.262804967836, 3147.705667401607, 8008.577027017176, 6569.054695432968)","[genpy.Time[275901000000], genpy.Time[275901000000], genpy.Time[275901000000]]"
1970/01/01/02:04:36.102000,"(26955, 26952, 26959, 26954)","(5754.0884190346405, 3233.2303917807108, 7984.155451728788, 6607.862097008051)","[genpy.Time[276102000000], genpy.Time[276102000000], genpy.Time[276102000000]]"
1970/01/01/02:04:36.304000,"(26955, 26952, 26959, 26954)","(5741.6570806469945, 3225.335237029963, 8083.209382564018, 6589.324820926821)","[genpy.Time[276303000000], genpy.Time[276303000000], genpy.Time[276303000000]]"
1970/01/01/02:04:36.503000,"(26955, 26952, 26959, 26954)","(5654.420426236405, 3240.445807649308, 8045.114599765592, 6508.666109545741)","[genpy.Time[276503000000], genpy.Time[276503000000], genpy.Time[276503000000]]"
1970/01/01/02:04:36.705000,"(26955, 26952, 26959, 26954)","(5704.97502981452, 3207.152141092335, 7960.1575412454, 6454.837587630164)","[genpy.Time[276704000000], genpy.Time[276704000000], genpy.Time[276704000000]]"
1970/01/01/02:04:36.906000,"(26955, 26952, 26959, 26954)","(5709.339767229449, 3248.4072811200494, 8059.9194001078, 6485.473565192666)","[genpy.Time[276905000000], genpy.Time[276905000000], genpy.Time[276905000000]]"
1970/01/01/02:04:37.106000,"(26955, 26952, 26959, 26954)","(5722.695594073416, 3195.3519343170633, 7989.675160136242, 6505.39036297441)","[genpy.Time[277105000000], genpy.Time[277105000000], genpy.Time[277105000000]]"
1970/01/01/02:04:37.307000,"(26955, 26952, 26959, 26954)","(5636.8723103945595, 3287.8643515659596, 7977.785702115068, 6453.661255709354)","[genpy.Time[277306000000], genpy.Time[277306000000], genpy.Time[277306000000]]"
1970/01/01/02:04:37.507000,"(26955, 26952, 26959, 26954)","(5708.117082718372, 3213.550573389328, 7950.155187601529, 6502.232126470437)","[genpy.Time[277507000000], genpy.Time[277507000000], genpy.Time[277507000000]]"
1970/01/01/02:04:37.710000,"(26955, 26952, 26959, 26954)","(5702.6680121067475, 3220.0625659419784, 8018.924839094386, 6531.167762584599)","[genpy.Time[277708000000], genpy.Time[277708000000], genpy.Time[277708000000]]"
1970/01/01/02:04:37.910000,"(26955, 26952, 26959, 26954)","(5706.107158580603, 3245.049374423138, 8108.991076843073, 6566.67860495778)","[genpy.Time[277909000000], genpy.Time[277909000000], genpy.Time[277909000000]]"
1970/01/01/02:04:38.111000,"(26955, 26952, 26959, 26954)","(5668.922161196835, 3231.057125566923, 8065.776538419098, 6520.546316349598)","[genpy.Time[278111000000], genpy.Time[278111000000], genpy.Time[278111000000]]"
1970/01/01/02:04:38.313000,"(26955, 26952, 26959, 26954)","(5659.669128091653, 3205.6381833645246, 8106.835946777737, 6470.851920663256)","[genpy.Time[278312000000], genpy.Time[278312000000], genpy.Time[278312000000]]"
1970/01/01/02:04:38.514000,"(26955, 26952, 26959, 26954)","(5735.080955326187, 3186.3030013282755, 8028.320494561898, 6492.976780607158)","[genpy.Time[278513000000], genpy.Time[278513000000], genpy.Time[278513000000]]"
1970/01/01/02:04:38.715000,"(26955, 26952, 26959, 26954)","(5660.621572219425, 3238.0471498149054, 8017.185789051401, 6540.0599159754065)","[genpy.Time[278714000000], genpy.Time[278714000000], genpy.Time[278714000000]]"
1970/01/01/02:04:38.915000,"(26955, 26952, 26959, 26954)","(5610.194249921716, 3200.502898046631, 7999.717683600556, 6484.148189776382)","[genpy.Time[278915000000], genpy.Time[278915000000], genpy.Time[278915000000]]"
1970/01/01/02:04:39.117000,"(26955, 26952, 26959, 26954)","(5624.464241465058, 3235.937280707959, 7935.252765667827, 6511.504073497766)","[genpy.Time[279116000000], genpy.Time[279116000000], genpy.Time[279116000000]]"
1970/01/01/02:04:39.317000,"(26955, 26952, 26959, 26954)","(5629.905314638051, 3191.1640891445677, 7974.815883502994, 6571.587026644076)","[genpy.Time[279316000000], genpy.Time[279316000000], genpy.Time[279316000000]]"
1970/01/01/02:04:39.519000,"(26955, 26952, 26959, 26954)","(5631.462177367153, 3200.524913321364, 7952.6194350439055, 6560.092065610617)","[genpy.Time[279518000000], genpy.Time[279518000000], genpy.Time[279518000000]]"
1970/01/01/02:04:39.719000,"(26955, 26952, 26959, 26954)","(5643.090267661749, 3193.0996070252427, 7942.946280165146, 6513.480909103658)","[genpy.Time[279718000000], genpy.Time[279718000000], genpy.Time[279718000000]]"
1970/01/01/02:04:39.920000,"(26955, 26952, 26959, 26954)","(5615.473843842211, 3206.0063963566945, 8078.154569644636, 6442.964817994229)","[genpy.Time[279919000000], genpy.Time[279919000000], genpy.Time[279919000000]]"
1970/01/01/02:04:40.120000,"(26955, 26952, 26959, 26954)","(5572.659936668105, 3201.525370554322, 8028.6472319119075, 6550.785450320418)","[genpy.Time[280120000000], genpy.Time[280120000000], genpy.Time[280120000000]]"
1970/01/01/02:04:40.320000,"(26955, 26952, 26959, 26954)","(5657.947311304974, 3165.9050757683285, 8064.3122283586445, 6483.644504990591)","[genpy.Time[280320000000], genpy.Time[280320000000], genpy.Time[280320000000]]"
1970/01/01/02:04:40.521000,"(26955, 26952, 26959, 26954)","(5559.04223986782, 3121.014456251734, 7986.018866188321, 6434.089504660458)","[genpy.Time[280520000000], genpy.Time[280520000000], genpy.Time[280520000000]]"
1970/01/01/02:04:40.723000,"(26955, 26952, 26959, 26954)","(5539.918656434271, 3191.393992836863, 7973.125752347742, 6476.142312007787)","[genpy.Time[280723000000], genpy.Time[280723000000], genpy.Time[280723000000]]"
1970/01/01/02:04:40.924000,"(26955, 26952, 26959, 26954)","(5543.326319277397, 3156.0067420577757, 7942.367626667619, 6494.082552868278)","[genpy.Time[280923000000], genpy.Time[280923000000], genpy.Time[280923000000]]"
1970/01/01/02:04:41.125000,"(26955, 26952, 26959, 26954)","(5540.224648115138, 3116.3320524811525, 7900.214692750006, 6435.757924651751)","[genpy.Time[281123000000], genpy.Time[281123000000], genpy.Time[281123000000]]"
1970/01/01/02:04:41.326000,"(26955, 26952, 26959, 26954)","(5570.082488484062, 3058.555342661217, 7869.170929101985, 6454.33290258647)","[genpy.Time[281325000000], genpy.Time[281325000000], genpy.Time[281325000000]]"
1970/01/01/02:04:41.525000,"(26955, 26952, 26959, 26954)","(5478.294534907767, 3076.814404881789, 7881.888473941117, 6501.761986862536)","[genpy.Time[281525000000], genpy.Time[281525000000], genpy.Time[281525000000]]"
1970/01/01/02:04:41.726000,"(26955, 26952, 26959, 26954)","(5474.353458981186, 3040.2132688997226, 7892.6309055113015, 6480.876256940153)","[genpy.Time[281726000000], genpy.Time[281726000000], genpy.Time[281726000000]]"
